datum_ujeda,rasa,pol,sterilisan,distrikt,poštanski_broj
2017-01-02,Labrador Retriever Crossbreed,Mužjak,Ne,Bruklin,11231
2017-01-02,Lhasa Apso,Mužjak,Da,Bruklin,11211
2017-01-04,Pit Bull,Nepoznato,Ne,Bruklin,11219
2017-01-07,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Ne,Bruklin,11216
2017-01-10,Jack Russ,Mužjak,Da,Bruklin,11216
2017-01-06,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11229
2017-01-10,Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-01-09,Pit Bull,Nepoznato,Ne,Bruklin,11206
2017-01-02,Shih Tzu,Mužjak,Ne,Bruklin,11218
2017-01-11,Maltese - Shih Tzu Mix,Ženka,Da,Bruklin,11229
2017-01-10,Pit Bull,Nepoznato,Ne,Bruklin,11221
2017-01-12,Pit Bull,Mužjak,Ne,Bruklin,11231
2017-01-12,Pit Bull,Ženka,Da,Bruklin,11225
2017-01-16,Pit Bull,Ženka,Ne,Bruklin,11212
2017-01-17,Jack Russ,Ženka,Ne,Bruklin,11233
2017-01-16,Labrador-Pit Bull X,Mužjak,Da,Bruklin,11215
2017-01-15,Shih Tzu,Mužjak,Ne,Bruklin,11212
2017-01-14,Pit Bull,Mužjak,Ne,Bruklin,11203
2017-01-14,Shih Tzu,Ženka,Ne,Bruklin,11207
2017-01-14,Boxer,Mužjak,Da,Bruklin,NA
2017-01-19,Mixed,Ženka,Ne,Bruklin,11238
2017-01-18,Doberman Pinscher,Mužjak,Da,Bruklin,11223
2017-01-13,Bull Dog-English,Mužjak,Ne,Bruklin,11234
2017-01-22,Pit Bull,Ženka,Ne,Bruklin,11208
2017-01-15,Toy Fox Terrier,Mužjak,Da,Bruklin,11222
2017-01-23,Mixed,Nepoznato,Ne,Bruklin,NA
2017-01-21,Pit Bull,Nepoznato,Ne,Bruklin,11215
2017-01-25,Australian Cattle,Mužjak,Da,Bruklin,11230
2017-01-25,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Bruklin,11208
2017-01-25,German Shepherd,Mužjak,Ne,Bruklin,11229
2017-01-28,Beagle Crossbreed,Ženka,Ne,Bruklin,11229
2017-01-27,Pit Bull,Mužjak,Da,Bruklin,11221
2017-01-25,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11215
2017-01-28,Jack Russell X,Mužjak,Da,Bruklin,11221
2017-01-19,Labrador Retriever Crossbreed,Nepoznato,Ne,Bruklin,11228
2017-01-31,German Shepherd Crossbreed,Ženka,Da,Bruklin,11218
2017-01-30,Shih Tzu,Mužjak,Da,Bruklin,11236
2017-01-27,Pit Bull,Mužjak,Ne,Bruklin,11233
2017-02-01,Maltese,Nepoznato,Ne,Bruklin,11216
2017-02-01,Pit Bull,Nepoznato,Ne,Bruklin,11208
2017-02-04,Rat Terrier,Mužjak,Ne,Bruklin,NA
2017-02-04,Poodle X,Mužjak,Ne,Bruklin,11215
2017-02-06,Siberian Husky,Mužjak,Da,Bruklin,NA
2017-02-06,Mutt,Mužjak,Ne,Bruklin,11209
2017-02-06,German Shepherd-Pitbull,Mužjak,Da,Bruklin,11225
2017-02-07,Blue Heeler,Nepoznato,Ne,Bruklin,11218
2017-01-31,Pit Bull,Mužjak,Ne,Bruklin,11229
2017-02-08,Pit Bull,Ženka,Da,Bruklin,11233
2017-02-03,Corgi,Nepoznato,Ne,Bruklin,11214
2017-02-07,Mixed-Other,Mužjak,Ne,Bruklin,NA
2017-02-08,German Shepherd,Mužjak,Da,Bruklin,11235
2017-02-10,Goldendoodle,Mužjak,Da,Bruklin,11228
2017-02-11,Yorkie Poo- Yorkshire Terrier-Maltese-Poodle,Ženka,Da,Bruklin,11209
2017-02-12,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11208
2017-02-06,Australian Cattledog X,Mužjak,Da,Bruklin,11201
2017-01-01,Pit Bull,Ženka,Ne,Bruklin,11226
2017-02-15,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11233
2017-02-15,Schnauzer-Giant,Nepoznato,Ne,Bruklin,11219
2017-02-16,Great Dane,Nepoznato,Ne,Bruklin,11249
2017-02-16,Rottweiler X,Mužjak,Da,Bruklin,11208
2017-02-17,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11207
2017-02-19,American Staffordshire Terrier,Mužjak,Ne,Bruklin,11224
2017-02-18,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11233
2017-02-21,Cock-A-Poo,Mužjak,Ne,Bruklin,11229
2017-02-21,German Shepherd,Nepoznato,Ne,Bruklin,11229
2017-02-20,Yorkshire Terrier Crossbreed,Mužjak,Ne,Bruklin,11211
2017-02-09,Chihuahua,Nepoznato,Ne,Bruklin,11203
2017-02-21,Pit Bull Mix,Mužjak,Da,Bruklin,11205
2017-02-19,Hound-Pit Bull X,Mužjak,Da,Bruklin,11238
2017-02-19,Shih Tzu,Mužjak,Ne,Bruklin,11236
2017-02-12,Rottweiler X,Mužjak,Da,Bruklin,11231
2017-02-17,Pit Bull,Nepoznato,Ne,Bruklin,11212
2017-02-25,Jack Russ,Ženka,Ne,Bruklin,11221
2017-02-25,German Shepherd,Mužjak,Da,Bruklin,11226
2017-02-26,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11208
2017-02-23,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-02-06,Siberian Husky,Nepoznato,Ne,Bruklin,11232
2017-02-24,Yorkshire Terrier,Mužjak,Da,Bruklin,11236
2017-02-20,Rottweiler,Nepoznato,Ne,Bruklin,11204
2017-02-08,Pit Bull,Nepoznato,Ne,Bruklin,11232
2017-02-28,American Pit Bull Mix - Pit Bull Mix,Ženka,Ne,Bruklin,11208
2017-03-01,Pit Bull,Ženka,Da,Bruklin,11217
2017-02-25,Shih Tzu,Mužjak,Ne,Bruklin,11224
2017-02-25,Exotic American Bully,Mužjak,Ne,Bruklin,NA
2017-03-03,Silky Terrier,Mužjak,Ne,Bruklin,11225
2017-03-05,Pit Bull,Nepoznato,Ne,Bruklin,11221
2017-03-04,Cane Corso,Mužjak,Da,Bruklin,11210
2017-03-07,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,NA
2017-03-07,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11221
2017-02-22,Pekingese,Mužjak,Ne,Bruklin,NA
2017-02-25,Pit Bull,Nepoznato,Ne,Bruklin,11207
2017-03-05,Chihuahua,Nepoznato,Ne,Bruklin,11221
2017-03-06,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-02-25,Pit Bull,Nepoznato,Ne,Bruklin,11207
2017-03-09,American Pit Bull Terrier-Pit Bull,Ženka,Da,Bruklin,11222
2017-02-05,Pit Bull,Nepoznato,Ne,Bruklin,11236
2017-03-09,American Pit Bull Terrier-Pit Bull,Ženka,Da,Bruklin,11222
2017-03-09,Coonhound-Black And Tan,Mužjak,Da,Bruklin,11222
2017-02-26,Yorkshire Terrier,Ženka,Da,Bruklin,11213
2017-03-12,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11221
2017-03-12,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11221
2017-03-12,Schnauzer-Standard,Nepoznato,Ne,Bruklin,11222
2017-03-12,Bull Dog-French,Mužjak,Da,Bruklin,11221
2017-03-11,Brussels Griffon,Mužjak,Da,Bruklin,11218
2017-02-20,Newfoundland,Nepoznato,Ne,Bruklin,NA
2017-03-14,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11225
2017-03-16,Siberian Husky,Mužjak,Ne,Bruklin,11237
2017-03-08,Maltese,Nepoznato,Ne,Bruklin,11236
2017-03-17,Shih Tzu,Ženka,Da,Bruklin,11223
2017-03-17,Mastiff Mix,Mužjak,Da,Bruklin,11225
2017-03-17,Pit Bull,Mužjak,Ne,Bruklin,11233
2017-03-20,Golden Retriever,Ženka,Da,Bruklin,11201
2017-03-18,Beagle Crossbreed,Ženka,Da,Bruklin,11231
2017-03-19,Pit Bull,Nepoznato,Ne,Bruklin,11233
2017-03-21,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11215
2017-03-16,Pit Bull,Nepoznato,Ne,Bruklin,11215
2017-03-12,Mini Australian Shepherd,Mužjak,Da,Bruklin,11212
2017-03-22,Shih Tzu,Ženka,Da,Bruklin,11233
2017-03-22,Shih Tzu,Mužjak,Ne,Bruklin,11208
2017-03-22,Mixed,Mužjak,Da,Bruklin,11204
2017-03-23,Labrador Mix,Ženka,Da,Bruklin,11215
2017-03-23,Chihuahua Crossbreed,Mužjak,Da,Bruklin,11222
2017-03-26,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11211
2017-03-22,Mixed,Mužjak,Da,Bruklin,11212
2017-03-19,Pekingese,Mužjak,Ne,Bruklin,11237
2017-03-03,Maltese,Mužjak,Da,Bruklin,11204
2017-03-24,Jack Russell-Chihuahua X,Mužjak,Da,Bruklin,11213
2017-03-27,Cane Corso,Mužjak,Ne,Bruklin,11207
2017-03-22,Rottweiler,Nepoznato,Ne,Bruklin,11234
2017-03-30,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11228
2017-03-30,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11228
2017-03-29,Poodle-Standard,Ženka,Da,Bruklin,11209
2017-03-30,Miniature Pinscher,Nepoznato,Ne,Bruklin,11225
2017-03-30,Pit Bull,Nepoznato,Ne,Bruklin,11205
2017-03-20,German Shepherd,Nepoznato,Ne,Bruklin,11238
2017-03-31,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11225
2017-04-02,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11208
2017-03-30,Labradoodle,Mužjak,Da,Bruklin,NA
2017-03-30,Pit Bull,Nepoznato,Ne,Bruklin,11235
2017-03-21,Staffordshire-Pit Bull X,Nepoznato,Ne,Bruklin,11201
2017-03-30,Jack Russell X,Mužjak,Da,Bruklin,11221
2017-04-04,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-04-01,Yorkshire Terrier,Nepoznato,Ne,Bruklin,NA
2017-04-06,Rottweiler,Ženka,Da,Bruklin,11214
2017-04-07,Pit Bull,Mužjak,Da,Bruklin,11228
2017-04-08,Japanese Chin-Spaniel,Mužjak,Ne,Bruklin,11213
2017-04-09,Pit Bull,Mužjak,Da,Bruklin,11221
2017-04-09,Pit Bull,Ženka,Ne,Bruklin,11221
2017-04-01,Pit Bull,Mužjak,Da,Bruklin,11221
2017-03-01,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Ne,Bruklin,11201
2017-04-10,German Shepherd Crossbreed,Ženka,Da,Bruklin,11215
2017-04-08,Bull Dog-English,Mužjak,Da,Bruklin,NA
2017-04-11,Rottweiler,Nepoznato,Ne,Bruklin,11226
2017-04-12,Bull Dog-French,Mužjak,Da,Bruklin,11249
2017-04-12,German Shepherd,Mužjak,Da,Bruklin,11209
2017-03-25,Pit Bull,Mužjak,Ne,Bruklin,11236
2017-03-30,Pit Bull,Mužjak,Ne,Bruklin,11236
2017-04-13,Rottweiler,Nepoznato,Ne,Bruklin,11229
2017-04-13,Bull Dog-English,Mužjak,Ne,Bruklin,11216
2017-04-12,German Shepherd,Nepoznato,Ne,Bruklin,11216
2017-04-12,Pit Bull,Mužjak,Da,Bruklin,11212
2017-04-16,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Bruklin,11207
2017-04-13,Labrador Retriever,Nepoznato,Ne,Bruklin,11211
2017-04-09,Labrador Retriever Crossbreed,Mužjak,Da,Bruklin,NA
2017-04-17,Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-04-14,Pit Bull,Nepoznato,Ne,Bruklin,11222
2017-04-16,Terrier,Nepoznato,Ne,Bruklin,11211
2017-04-15,Sheperd,Nepoznato,Ne,Bruklin,NA
2017-04-19,Boxer,Ženka,Da,Bruklin,11208
2017-04-17,Maltese-Shih Tzu X,Mužjak,Ne,Bruklin,11212
2017-04-20,Pit Bull,Ženka,Ne,Bruklin,11208
2017-04-20,Pit Bull Mix,Ženka,Ne,Bruklin,11208
2017-04-20,American Staffordshire Terrier,Mužjak,Ne,Bruklin,11203
2017-04-20,Shih Tzu-Dachshund  X,Ženka,Da,Bruklin,11221
2017-04-20,Chihuahua,Mužjak,Ne,Bruklin,11208
2017-04-20,Pit Bull,Mužjak,Ne,Bruklin,11234
2017-04-20,Pit Bull,Mužjak,Ne,Bruklin,11234
2017-04-22,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-04-22,Sharpei,Ženka,Da,Bruklin,11221
2017-04-23,Pomeranian,Nepoznato,Ne,Bruklin,NA
2017-04-21,Pit Bull,Ženka,Da,Bruklin,11207
2017-04-22,Pit Bull,Nepoznato,Ne,Bruklin,11235
2017-04-17,Pit Bull-Lab X,Nepoznato,Ne,Bruklin,11237
2017-03-07,Cocker Spaniel,Mužjak,Da,Bruklin,11217
2017-04-24,Alaskan Klee Kai,Mužjak,Da,Bruklin,11237
2017-04-25,Shih Tzu,Nepoznato,Ne,Bruklin,11211
2017-04-28,Pit Bull,Ženka,Da,Bruklin,11237
2017-04-29,Labrador Retriever Crossbreed,Mužjak,Ne,Bruklin,11217
2017-04-29,Pit Bull,Nepoznato,Ne,Bruklin,11231
2017-04-29,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-03-30,Chihuahua,Ženka,Ne,Bruklin,11212
2017-04-28,Staffordshire Bull Terrier,Mužjak,Ne,Bruklin,11221
2017-05-02,Golden Retriever,Nepoznato,Ne,Bruklin,11228
2017-05-03,Mixed-Other,Mužjak,Da,Bruklin,11217
2017-05-03,Pit Bull-Lab X,Mužjak,Da,Bruklin,11205
2017-05-02,Sheperd,Nepoznato,Ne,Bruklin,11211
2017-05-07,Pug Mix,Mužjak,Da,Bruklin,11238
2017-05-09,Ridgeback Pit Bull Boxer X,Nepoznato,Ne,Bruklin,11221
2017-05-09,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11230
2017-05-10,Pit Bull,Nepoznato,Ne,Bruklin,11249
2017-05-11,Boston Terrier,Mužjak,Da,Bruklin,11216
2017-05-17,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-05-17,Mixed Breed,Mužjak,Da,Bruklin,11222
2017-05-18,Hound,Nepoznato,Ne,Bruklin,11206
2017-05-17,Rottweiler,Mužjak,Da,Bruklin,11234
2017-05-18,German Shepherd,Mužjak,Da,Bruklin,11208
2017-05-20,Mixed Breed,Nepoznato,Ne,Bruklin,11205
2017-05-21,Maltese-Shih Tzu X,Ženka,Ne,Bruklin,11212
2017-05-15,Chihuahua Crossbreed,Mužjak,Da,Bruklin,11207
2017-05-22,Yorkshire Terrier,Mužjak,Ne,Bruklin,11226
2017-05-21,Pit Bull,Ženka,Ne,Bruklin,11224
2017-05-22,Labradoodle,Mužjak,Da,Bruklin,11205
2017-05-20,Dachshund Smooth Coat,Ženka,Da,Bruklin,11206
2017-05-18,Poodle-Toy,Mužjak,Da,Bruklin,11214
2017-05-24,Siberian Husky,Nepoznato,Ne,Bruklin,NA
2017-05-12,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-05-13,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,11217
2017-05-15,Chihuahua,Mužjak,Da,Bruklin,11204
2017-05-21,Pit Bull,Mužjak,Ne,Bruklin,11208
2017-05-27,Labrador Retriever,Mužjak,Ne,Bruklin,NA
2017-06-02,Pit Bull,Mužjak,Da,Bronks,NA
2017-06-01,Cocker Spaniel,Nepoznato,Ne,Bruklin,11222
2017-05-29,Labrador Retriever Crossbreed,Ženka,Da,Bruklin,11201
2017-05-28,Chihuahua,Nepoznato,Ne,Bruklin,11207
2017-05-24,Chihuahua,Ženka,Da,Bruklin,11213
2017-05-25,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Ne,Bruklin,11224
2017-06-01,Pomeranian,Nepoznato,Ne,Bruklin,11220
2017-05-27,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,11212
2017-05-29,French Bull - Boxer Mix,Mužjak,Da,Bruklin,11238
2017-05-28,Mixed Breed,Mužjak,Da,Bruklin,11201
2017-06-02,Boxer,Nepoznato,Ne,Bruklin,11238
2017-05-27,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-06-01,Maltese,Ženka,Da,Bruklin,11224
2017-05-28,Cane Corso,Mužjak,Da,Bruklin,11231
2017-05-28,Rat Terrier,Mužjak,Da,Bruklin,NA
2017-05-31,Shih Tzu,Ženka,Ne,Bruklin,11224
2017-06-01,Belgian Malinois,Mužjak,Ne,Bruklin,11220
2017-04-15,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11201
2017-06-04,Labrador Retriever,Mužjak,Da,Bruklin,11215
2017-06-04,Pit Bull,Nepoznato,Ne,Bruklin,11234
2017-06-03,Siberian Husky,Mužjak,Da,Bruklin,11207
2017-06-03,Maltese,Mužjak,Ne,Bruklin,11204
2017-06-03,German Shepherd,Ženka,Da,Bruklin,11218
2017-06-04,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-06-03,Maltese-Yorkshire X,Mužjak,Da,Bruklin,11221
2017-06-02,Labrador Retriever Crossbreed,Nepoznato,Ne,Bruklin,11209
2017-06-02,Nepoznata,Nepoznato,Ne,Bruklin,11211
2017-06-03,Shih Tzu,Mužjak,Da,Bruklin,11225
2017-06-06,Dalmatian Crossbreed,Mužjak,Ne,Bruklin,11233
2017-06-03,Chihuahua,Nepoznato,Ne,Bruklin,11214
2017-06-06,Akita,Nepoznato,Ne,Bruklin,11223
2017-06-05,Boxer,Mužjak,Da,Bruklin,NA
2017-05-28,Terrier Mix-Hound,Mužjak,Da,Bruklin,11230
2017-06-05,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11212
2017-06-08,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11228
2017-06-05,Mixed,Nepoznato,Ne,Bruklin,NA
2017-06-04,Chihuahua,Mužjak,Da,Bruklin,11238
2017-06-04,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11230
2017-06-09,Shihtzu Mix,Mužjak,Ne,Bruklin,11237
2017-06-11,Nepoznata,Nepoznato,Ne,Bruklin,11211
2017-06-07,Poodle-Standard,Mužjak,Ne,Bruklin,11229
2017-06-09,Dachshund X,Ženka,Da,Bruklin,NA
2017-06-11,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Bruklin,11224
2017-06-13,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Bruklin,NA
2017-06-13,Terrier,Nepoznato,Ne,Bruklin,11216
2017-06-11,Mixed,Nepoznato,Ne,Bruklin,11221
2017-06-09,Siberian Husky,Nepoznato,Ne,Bruklin,11226
2017-06-14,Great Pyreenes X,Ženka,Da,Bruklin,NA
2017-06-13,Shih Tzu,Mužjak,Ne,Bruklin,11214
2017-06-14,Terrier Mix,Ženka,Da,Bruklin,11223
2017-06-15,Pitbull,Nepoznato,Ne,Bruklin,11225
2017-06-14,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-06-16,American Staffordshire Terrier,Ženka,Ne,Bruklin,11224
2017-06-18,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11238
2017-06-18,Nepoznata,Nepoznato,Ne,Bruklin,11238
2017-06-18,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-06-18,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11231
2017-06-19,Bull Dog,Nepoznato,Ne,Bruklin,11206
2017-06-18,Cane Corso,Mužjak,Ne,Bruklin,11222
2017-06-18,Mixed,Ženka,Da,Bruklin,11201
2017-06-12,Pit Bull,Nepoznato,Ne,Bruklin,11213
2017-06-16,American Pit Bull Mix - Pit Bull Mix,Ženka,Ne,Bruklin,11208
2017-06-17,Terrier,Nepoznato,Ne,Bruklin,NA
2017-06-20,Pit Bull,Mužjak,Da,Bruklin,11223
2017-06-19,Yorkshire Terrier Crossbreed,Mužjak,Da,Bruklin,11236
2017-06-22,Pit Bull,Ženka,Ne,Bruklin,11231
2017-06-22,Pit Bull,Mužjak,Ne,Bruklin,11231
2017-06-22,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-06-03,Pit Bull,Nepoznato,Ne,Bruklin,11236
2017-06-22,Pit Bull,Ženka,Ne,Bruklin,11208
2017-06-25,Rottweiler X,Mužjak,Ne,Bruklin,11214
2017-06-26,Labrador Retriever Crossbreed,Mužjak,Da,Bruklin,11234
2017-06-26,Labrador Retriever,Nepoznato,Ne,Bruklin,11238
2017-06-24,Terrier,Ženka,Ne,Bruklin,11228
2017-06-26,German Shepherd Crossbreed,Mužjak,Ne,Bruklin,11226
2017-06-26,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11218
2017-06-23,Alaskan Klee Kai,Mužjak,Da,Bruklin,NA
2017-06-26,Doberman Pinscher,Nepoznato,Ne,Bruklin,11211
2017-06-27,Maltese,Ženka,Da,Bruklin,11237
2017-06-29,Pit Bull,Ženka,Ne,Bruklin,11228
2017-06-29,Blue Tick Hound,Mužjak,Da,Bruklin,11225
2017-06-27,Nepoznata,Nepoznato,Ne,Bruklin,11229
2017-06-29,Pitbull Mix,Ženka,Da,Bruklin,11215
2017-06-28,Pit Bull,Nepoznato,Ne,Bruklin,11228
2017-06-29,Siberian Husky,Nepoznato,Ne,Bruklin,11223
2017-06-29,Pit Bull,Nepoznato,Ne,Bruklin,11222
2017-07-01,Buddhist,Mužjak,Ne,Bruklin,11205
2017-07-01,Pit Bull,Ženka,Da,Bruklin,11209
2017-07-02,Labrador Retriever,Mužjak,Da,Bruklin,11220
2017-07-04,Pit Bull,Mužjak,Ne,Bruklin,NA
2017-06-28,Cock-A-Poo,Nepoznato,Ne,Bruklin,11214
2017-07-04,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11221
2017-07-06,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11236
2017-07-01,American Pit Bull Terrier-Pit Bull,Ženka,Ne,Bruklin,11223
2017-07-04,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11226
2017-07-07,Maltese,Mužjak,Da,Bruklin,NA
2017-07-05,Dachshund Smooth Coat,Ženka,Da,Bruklin,11204
2017-07-05,Pit Bull,Nepoznato,Ne,Bruklin,11204
2017-07-09,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Bruklin,11218
2017-07-07,Pit Bull,Nepoznato,Ne,Bruklin,11224
2017-07-07,Pit Bull,Nepoznato,Ne,Bruklin,11224
2017-07-07,Pit Bull,Nepoznato,Ne,Bruklin,11224
2017-07-06,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Bruklin,11206
2017-07-10,Labrador Retriever,Nepoznato,Ne,Bruklin,11214
2017-07-07,Siberian Husky,Nepoznato,Ne,Bruklin,11211
2017-07-08,Pit Bull,Nepoznato,Ne,Bruklin,NA
2017-07-11,Rhodesian Ridgeback,Mužjak,Da,Bruklin,11201
2017-07-12,Mixed,Nepoznato,Ne,Bruklin,11208
2017-07-12,Labrador,Mužjak,Ne,Bruklin,11207
2017-07-12,Rottweiler,Mužjak,Da,Bruklin,11234
2017-07-02,Cock-A-Poo,Mužjak,Ne,Bruklin,11220
2017-07-10,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Bruklin,NA
2017-07-14,Pit Bull Mix,Mužjak,Da,Bruklin,11226
2017-07-02,Nepoznata,Nepoznato,Ne,Bruklin,11208
2017-07-13,Pit Bull,Nepoznato,Ne,Bruklin,11233
2017-07-12,Nepoznata,Nepoznato,Ne,Bruklin,11237
2017-07-15,Labrador Retriever,Mužjak,Ne,Bruklin,11234
2017-07-12,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11226
2017-07-17,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11208
2017-07-15,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11221
2017-07-15,Pit Bull,Nepoznato,Ne,Bruklin,11238
2017-06-02,Pit Bull-Lab X,Nepoznato,Ne,Bruklin,11249
2017-07-16,American Pit Bull Terrier-Pit Bull,Nepoznato,Ne,Bruklin,11221
2017-07-20,Lab-Italian Greyhound X,Mužjak,Da,Bruklin,11215
2017-07-19,Rottweiler,Nepoznato,Ne,Bruklin,11226
2017-07-20,Nepoznata,Nepoznato,Ne,Bruklin,11238
2017-07-20,Pit Bull,Nepoznato,Ne,Bruklin,11206
2017-07-19,Nepoznata,Nepoznato,Ne,Bruklin,NA
2017-07-11,Nepoznata,Nepoznato,Ne,Bruklin,11205
2017-07-10,Pit Bull,Nepoznato,Ne,Bruklin,11223
2017-07-16,Boston Terrier X,Mužjak,Da,Bruklin,11222
2017-07-18,Pit Bull,Nepoznato,Ne,Bruklin,11216
2017-07-19,Cattle Dog-Blue Heeler,Ženka,Ne,Bruklin,11231
2017-07-21,Bull Dog,Nepoznato,Ne,Bruklin,11206
2017-07-22,Husky X,Mužjak,Da,Bruklin,11207
2017-07-24,Boxer,Nepoznato,Ne,Bruklin,11223
2017-07-23,Rottweiler,Mužjak,Ne,Bruklin,NA
2017-07-20,Yorkshire Terrier,Nepoznato,Ne,Bruklin,11236
2017-07-18,Nepoznata,Nepoznato,Ne,Bruklin,11249
2017-07-18,Terrier,Nepoznato,Ne,Bruklin,11249
2017-07-25,Golden Retriever,Mužjak,Da,Bruklin,NA
2017-07-23,Sheperd,Nepoznato,Ne,Bruklin,11229
2017-07-24,Shih Tzu,Ženka,Da,Bruklin,11221
2017-07-25,Mixed-Other,Nepoznato,Ne,Bruklin,11233
2017-07-22,Lhasa Apso,Mužjak,Ne,Bruklin,11236
2017-07-14,Pit Bull,Nepoznato,Ne,Bruklin,11236
2017-07-21,Cane Corso,Mužjak,Ne,Bruklin,11231
2017-07-24,German Shepherd,Mužjak,Da,Bruklin,11223
2017-07-25,Havanese,Mužjak,Ne,Bruklin,11234
2017-07-19,Uncertain,Nepoznato,Ne,Bruklin,11217
2017-07-27,Terrier Mix,Mužjak,Da,Bruklin,11214
2017-07-26,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Bruklin,11208
2017-07-22,Jack Russ,Mužjak,Ne,Bruklin,11237
2017-07-23,Cockanese,Mužjak,Da,Bruklin,NA
2017-07-21,Rottweiler,Nepoznato,Ne,Bruklin,NA
2017-07-21,Mixed,Nepoznato,Ne,Bruklin,11238
2017-07-26,Nepoznata,Nepoznato,Ne,Bruklin,11235
2017-07-28,Yorkshire Terrier,Ženka,Ne,Bruklin,11213
2017-07-28,Pit Bull,Nepoznato,Ne,Bruklin,11238
2017-06-11,Siberian Husky,Nepoznato,Ne,Bruklin,NA
2017-07-27,Pit Bull,Ženka,Da,Bruklin,11211
2017-07-29,American Staffordshire X,Mužjak,Ne,Bruklin,11229
2017-07-29,Boston Terrier,Mužjak,Ne,Bruklin,11237
2017-08-02,Shih Tzu,Nepoznato,Ne,Bruklin,NA
2017-08-02,Nepoznata,Nepoznato,Ne,Bruklin,11226
2017-07-30,Pug,Mužjak,Ne,Bruklin,11214
2017-07-31,Boxer,Ženka,Ne,Bruklin,11207
2017-08-01,Boxer-Pitbull,Nepoznato,Ne,Bruklin,NA
2017-07-31,Belgian Malinois,Ženka,Ne,Bruklin,11220
2017-06-25,Rottweiler,Mužjak,Da,Bruklin,11230
