datum_ujeda,rasa,pol,sterilisan,distrikt,poštanski_broj
2017-06-17,Beagle,Mužjak,Ne,Kvins,11367
2017-07-01,Chinese Crested,Mužjak,Da,Kvins,11368
2017-07-18,Pekingese,Ženka,Ne,Kvins,11365
2017-07-18,Nepoznata,Nepoznato,Ne,Kvins,11434
2017-07-11,American Pit Bull Terrier-Pit Bull,Ženka,Da,Kvins,11377
2017-07-15,Bichon Frise,Ženka,Da,Kvins,11370
2017-07-17,Nepoznata,Nepoznato,Ne,Kvins,11428
2017-07-19,Nepoznata,Nepoznato,Ne,Kvins,11365
2017-07-19,American Pit Bull Terrier-Pit Bull,Ženka,Da,Kvins,11102
2017-07-08,German Shepherd Mix,Mužjak,Da,Kvins,11694
2017-07-10,Staffordshire - Pit Bull Mix,Ženka,Da,Kvins,11413
2017-07-09,Pit Bull,Nepoznato,Ne,Kvins,11428
2017-07-20,Poodle Mix,Mužjak,Da,Kvins,11368
2017-07-20,Lhasa - Shih Tzu Mix,Mužjak,Da,Kvins,11415
2017-07-21,Nepoznata,Nepoznato,Ne,Kvins,11377
2017-07-21,Pit Bull,Nepoznato,Ne,Kvins,11417
2017-07-21,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-07-21,German Shepherd,Nepoznato,Ne,Kvins,NA
2017-07-22,Malti Tzu,Mužjak,Ne,Kvins,11419
2017-07-21,Nepoznata,Nepoznato,Ne,Kvins,11415
2017-07-21,Nepoznata,Nepoznato,Ne,Kvins,11356
2017-07-15,Bull Dog,Nepoznato,Ne,Kvins,11691
2017-07-18,Pit Bull,Mužjak,Ne,Kvins,11102
2017-07-15,Pit Bull,Ženka,Ne,Kvins,11413
2017-07-25,Cocker Spaniel - Poodle Mix,Mužjak,Da,Kvins,11377
2017-07-25,Yorkshire Terrier,Mužjak,Ne,Kvins,11417
2017-07-26,Beagle,Mužjak,Da,Kvins,11421
2017-06-28,Nepoznata,Nepoznato,Ne,Kvins,11413
2017-07-26,German Shepherd,Mužjak,Ne,Kvins,11426
2017-07-17,Bichon Frise,Mužjak,Da,Kvins,11354
2017-07-26,Cane Corso,Nepoznato,Ne,Kvins,11416
2017-07-23,Chihuahua,Mužjak,Ne,Kvins,11368
2017-07-26,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-07-22,Morkie,Mužjak,Da,Kvins,11434
2017-07-27,Nepoznata,Nepoznato,Ne,Kvins,11360
2017-07-27,Shar-Pei-Chinese,Mužjak,Ne,Kvins,11417
2017-07-26,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-07-24,French Hound Mix,Mužjak,Da,Kvins,11432
2017-07-28,"Jindo Dog,",Nepoznato,Ne,Kvins,NA
2017-07-28,Jack Russ,Mužjak,Da,Kvins,11105
2017-07-30,Poodle-Standard,Ženka,Ne,Kvins,11375
2017-07-29,Cockapoo Mix,Mužjak,Da,Kvins,11377
2017-07-29,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Kvins,NA
2017-08-01,Chihuahua Mix,Mužjak,Da,Kvins,NA
2017-07-29,Nepoznata,Nepoznato,Ne,Kvins,11421
2017-07-29,Pit Bull,Nepoznato,Ne,Kvins,11377
2017-07-31,Cane Corso,Mužjak,Ne,Kvins,11361
2017-07-31,Shih Tzu - Yorkshire Mix,Mužjak,Da,Kvins,11367
2017-07-31,Spaniel Mixed Breed,Mužjak,Da,Kvins,11102
2017-08-01,German Shepherd,Ženka,Ne,Kvins,11419
2017-08-01,Mixed Breed,Ženka,Ne,Kvins,11368
2017-07-30,Dogo,Mužjak,Ne,Kvins,11423
2017-08-02,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Kvins,11369
2017-08-03,Nepoznata,Nepoznato,Ne,Kvins,11422
2017-08-02,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-02,Bull Dog-French,Mužjak,Ne,Kvins,11374
2017-08-03,Pit Bull,Nepoznato,Ne,Kvins,11366
2017-08-04,Pit Bull Mix,Ženka,Ne,Kvins,11434
2017-08-04,Pit Bull,Mužjak,Ne,Kvins,11434
2017-08-04,Pit Bull Mix (F) And Pit Bull,Mužjak,Ne,Kvins,11434
2017-08-02,Shih Tzu,Mužjak,Ne,Kvins,NA
2017-08-04,Pit Bull Mix (F) And Pit Bull (M),Mužjak,Ne,Kvins,11434
2017-07-28,Boxer Mix,Nepoznato,Ne,Kvins,11354
2017-08-06,Mixed Breed,Nepoznato,Ne,Kvins,NA
2017-08-05,Nepoznata,Nepoznato,Ne,Kvins,11693
2017-08-05,Nepoznata,Nepoznato,Ne,Kvins,11378
2017-08-06,German Shepherd,Ženka,Da,Kvins,11368
2017-08-07,Nepoznata,Nepoznato,Ne,Kvins,11377
2017-08-05,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-02,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-08,Mixed Breed,Ženka,Ne,Kvins,11413
2017-08-08,Pit Bull - Staffordshire,Mužjak,Da,Kvins,11412
2017-08-08,Boston Terrier,Mužjak,Da,Kvins,11419
2017-08-08,Boston Terrier,Mužjak,Da,Kvins,11419
2017-08-04,Maltese - Poodle Mix,Mužjak,Da,Kvins,11361
2017-08-10,Pomeranian,Mužjak,Da,Kvins,11362
2017-08-11,Siberian Husky,Nepoznato,Ne,Kvins,11368
2017-08-09,Chihuahua,Nepoznato,Ne,Kvins,NA
2017-08-09,Yorkshire Terrier,Ženka,Da,Kvins,11370
2017-08-11,Cocker Spaniel,Nepoznato,Ne,Kvins,NA
2017-08-11,Doberman Pinscher,Ženka,Ne,Kvins,11354
2017-08-01,Staffordshire,Ženka,Da,Kvins,11414
2017-08-12,Cocker Spaniel,Nepoznato,Ne,Kvins,NA
2017-08-12,Rottweiler - Pit Bull Mix,Nepoznato,Ne,Kvins,11434
2017-08-12,Rottweiler,Mužjak,Ne,Kvins,11368
2017-08-12,Pit Bull - Shepherd Mix,Ženka,Da,Kvins,11375
2017-08-13,Maltese,Mužjak,Da,Kvins,11372
2017-08-13,Terrier,Nepoznato,Ne,Kvins,NA
2017-08-13,Labrador Retriever,Mužjak,Da,Kvins,11413
2017-08-13,Shetland Sheepdog,Mužjak,Da,Kvins,11004
2017-08-02,Saint Bernard,Nepoznato,Ne,Kvins,11435
2017-08-14,Chihuahua,Mužjak,Da,Kvins,11373
2017-08-15,Beagle - Chihuahua Mix,Mužjak,Ne,Kvins,11432
2017-08-15,"Jindo Dog,",Mužjak,Da,Kvins,11421
2017-08-15,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-15,Nepoznata,Nepoznato,Ne,Kvins,11435
2017-08-16,Pit Bull,Mužjak,Da,Kvins,11385
2017-08-16,Shiba Inu Mix,Mužjak,Da,Kvins,11361
2017-08-16,Nepoznata,Nepoznato,Ne,Kvins,11104
2017-08-15,Poodle Mix,Mužjak,Da,Kvins,11368
2017-08-17,French - English Bull Dog Mix,Ženka,Ne,Kvins,11417
2017-08-18,Shih Tzu,Mužjak,Da,Kvins,11365
2017-08-17,Maltese - Poodle Mix,Mužjak,Da,Kvins,11372
2017-08-14,Nepoznata,Nepoznato,Ne,Kvins,11373
2017-08-12,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-17,Poodle-Standard,Nepoznato,Ne,Kvins,11433
2017-08-15,Shih Tzu (Male) & Shih Tzu Mix (Female),Nepoznato,Da,Kvins,11436
2017-08-17,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Kvins,11385
2017-08-19,West High White Terrier,Mužjak,Da,Kvins,11357
2017-08-20,Bichon Frise,Mužjak,Ne,Kvins,11357
2017-08-20,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-21,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Kvins,11367
2017-08-16,Doberman Pinscher,Mužjak,Ne,Kvins,11378
2017-08-21,Pomeranian,Mužjak,Ne,Kvins,11364
2017-08-07,Labrador Mix,Mužjak,Da,Kvins,11366
2017-08-12,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-22,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11364
2017-08-20,Nepoznata,Nepoznato,Ne,Kvins,11420
2017-08-23,Pug,Nepoznato,Ne,Kvins,11385
2017-08-24,Pit Bull,Nepoznato,Ne,Kvins,11418
2017-08-22,Bull Terrier,Mužjak,Ne,Kvins,11375
2017-08-24,German Shepherd - Rottweiler Mix,Mužjak,Da,Kvins,11421
2017-08-25,Bichon Frise,Mužjak,Ne,Kvins,11357
2017-08-27,Nepoznata,Nepoznato,Ne,Kvins,11362
2017-08-27,Maltese,Mužjak,Ne,Kvins,11433
2017-08-26,Jack Russ,Mužjak,Ne,Kvins,11368
2017-08-24,Pit Bull - German Shepherd Mix,Ženka,Ne,Kvins,11412
2017-08-20,Pug - Retriever - Shih Tzu Mix,Mužjak,Ne,Kvins,11368
2017-08-26,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-29,Corgi - Beagle Mix,Mužjak,Ne,Kvins,11412
2017-08-30,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-04-07,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-28,Pit Bull,Ženka,Da,Kvins,11691
2017-08-30,Shih Tzu - Bichon Mix,Mužjak,Da,Kvins,11427
2017-08-30,Siberian Husky,Ženka,Da,Kvins,11430
2017-08-31,Pit Bull,Nepoznato,Ne,Kvins,11101
2017-08-31,Cockapoo Mix,Mužjak,Da,Kvins,11414
2017-08-31,Shih Tzu,Mužjak,Ne,Kvins,11420
2017-08-30,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-08-09,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-09-04,Pit Bull - Rottweiler Mix,Ženka,Da,Kvins,11415
2017-08-31,Maltese,Mužjak,Da,Kvins,11103
2017-09-04,Mixed Breed,Mužjak,Da,Kvins,11106
2017-09-01,Pit Bull,Nepoznato,Ne,Kvins,11434
2017-09-02,Cocker Spaniel,Nepoznato,Ne,Kvins,11354
2017-09-01,Maltese,Nepoznato,Ne,Kvins,11432
2017-09-03,Pit Bull,Nepoznato,Ne,Kvins,11102
2017-09-04,Chihuahua,Nepoznato,Ne,Kvins,11104
2017-09-04,Nepoznata,Nepoznato,Ne,Kvins,11421
2017-09-05,Nepoznata,Nepoznato,Ne,Kvins,11420
2017-09-05,Wheaton Terrier,Mužjak,Da,Kvins,11377
2017-09-06,Nepoznata,Nepoznato,Ne,Kvins,11358
2017-09-04,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-09-05,Yorkshire Terrier,Mužjak,Ne,Kvins,11355
2017-09-06,Rottweiler,Mužjak,Ne,Kvins,11693
2017-07-30,Nepoznata,Nepoznato,Ne,Kvins,11354
2017-09-06,Pit Bull,Nepoznato,Ne,Kvins,11368
2017-09-07,Cocker Spaniel,Mužjak,Da,Kvins,11102
2017-08-11,Nepoznata,Nepoznato,Ne,Kvins,11374
2017-09-09,Nepoznata,Nepoznato,Ne,Kvins,11433
2017-09-09,Pug And French Bull Mix,Nepoznato,Ne,Kvins,11377
2017-09-10,German Shepherd Mix,Mužjak,Da,Kvins,11357
2017-09-10,Pomeranian - Poodle Mix,Mužjak,Ne,Kvins,11372
2017-09-11,Pit Bull - Labrador Mix,Ženka,Da,Kvins,11435
2017-09-07,Terrier Mix,Mužjak,Da,Kvins,11367
2017-09-12,Poodle - French Bull Dog,Mužjak,Da,Kvins,11374
2017-09-11,Chihuahua,Mužjak,Ne,Kvins,11363
2017-09-11,Mixed Breed,Nepoznato,Ne,Kvins,11354
2017-09-11,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-09-13,American Pit Bull Terrier-Pit Bull,Mužjak,Ne,Kvins,11435
2017-09-13,Coated Xolo,Ženka,Da,Kvins,11369
2017-09-13,Labrador - Pit Bull Mix,Ženka,Da,Kvins,11427
2017-09-14,Pit Bull,Mužjak,Ne,Kvins,11434
2017-09-03,Pit Bull,Mužjak,Ne,Kvins,11377
2017-09-13,Rottweiler,Mužjak,Ne,Kvins,11385
2017-09-14,Pit Bull,Nepoznato,Ne,Kvins,11433
2017-09-11,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-09-15,Siberian Husky,Nepoznato,Ne,Kvins,11377
2017-09-17,Shiba Inu,Ženka,Ne,Kvins,11355
2017-09-16,Golden Retriever,Nepoznato,Ne,Kvins,11355
2017-09-17,German Shepherd,Mužjak,Ne,Kvins,11421
2017-09-16,Shih Tzu,Ženka,Ne,Kvins,11369
2017-09-16,Pomeranian Mix,Mužjak,Da,Kvins,11104
2017-09-17,Cane Corso,Mužjak,Da,Kvins,11379
2017-08-19,Nepoznata,Nepoznato,Ne,Kvins,11364
2017-09-14,Jack Russ,Mužjak,Ne,Kvins,11358
2017-09-17,American Staffordshire Terrier - Pit Bull,Ženka,Da,Kvins,11358
2017-09-09,Multi Poo,Nepoznato,Ne,Kvins,11354
2017-09-14,Cocker Spaniel - Beagle Mix,Mužjak,Ne,Kvins,11354
2017-09-18,Labrador Retriever,Nepoznato,Ne,Kvins,11375
2017-09-20,Rottweiler,Nepoznato,Ne,Kvins,11105
2017-09-19,Lhasa Apso Mix,Ženka,Da,Kvins,11372
2017-09-20,Chihuahua Mix,Mužjak,Ne,Kvins,11372
2017-09-15,Nepoznata,Nepoznato,Ne,Kvins,11367
2017-09-20,Yorkshire Terrier,Mužjak,Da,Kvins,11355
2017-09-20,Nepoznata,Nepoznato,Ne,Kvins,11103
2017-09-21,American Staffordshire - Pit Bull Mix,Mužjak,Ne,Kvins,11418
2017-09-21,American Staffordshire - Pit Bull,Mužjak,Ne,Kvins,11418
2017-09-13,Pit Bull -German Shepherd Mix,Ženka,Ne,Kvins,11434
2017-09-22,Pomeranian,Ženka,Da,Kvins,11372
2017-09-24,Pit Bull,Nepoznato,Ne,Kvins,11368
2017-09-24,Nepoznata,Nepoznato,Ne,Kvins,11373
2017-09-22,Shih Tzu,Mužjak,Ne,Kvins,11417
2017-09-25,Puggle,Mužjak,Da,Kvins,11358
2017-09-22,Siberian Husky,Nepoznato,Ne,Kvins,11372
2017-09-22,Pointer,Nepoznato,Ne,Kvins,11377
2017-09-23,Mixed Breed (Mini Aussie Mix),Ženka,Da,Kvins,11365
2017-09-23,Bull Terrier,Mužjak,Ne,Kvins,NA
2017-09-25,American Pit Bull Mix - Pit Bull Mix,Ženka,Ne,Kvins,11373
2017-09-24,German Shepherd,Ženka,Da,Kvins,11375
2017-09-25,German Pinscher,Mužjak,Da,Kvins,11370
2017-09-25,Pit Bull,Mužjak,Ne,Kvins,11357
2017-09-26,American Stafford Mix,Ženka,Da,Kvins,11105
2017-09-26,Maltese,Nepoznato,Ne,Kvins,11421
2017-09-27,Nepoznata,Nepoznato,Ne,Kvins,11372
2017-10-01,Beagle Mix,Mužjak,Ne,Kvins,11106
2017-09-30,Pit Bull,Ženka,Ne,Kvins,11429
2017-09-28,Mixed Breed,Ženka,Da,Kvins,11697
2017-09-27,Nepoznata,Nepoznato,Ne,Kvins,11436
2017-10-01,Pit Bull,Mužjak,Ne,Kvins,11691
2017-09-23,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-04,American Pit Bull Mix - Pit Bull Mix,Nepoznato,Ne,Kvins,11365
2017-09-22,Pit Bull,Mužjak,Ne,Kvins,11385
2017-09-29,Bull Dog-English,Mužjak,Ne,Kvins,11354
2017-09-30,Jindo - Jack Russ Mix,Ženka,Da,Kvins,11373
2017-10-06,Pomeranian - Chihuahua Mix,Mužjak,Da,Kvins,11433
2017-10-01,Jack Russ,Mužjak,Ne,Kvins,11368
2017-10-04,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-06,Poodle-Toy,Ženka,Ne,Kvins,11368
2017-10-05,Nepoznata,Nepoznato,Ne,Kvins,11375
2017-10-06,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-08,Pit Bull Mix,Mužjak,Da,Kvins,11103
2017-10-09,Siberian Husky Mix,Ženka,Ne,Kvins,11354
2017-10-09,American Pit Bull Mix - Pit Bull Mix,Mužjak,Ne,Kvins,11368
2017-09-15,Siberian Husky,Ženka,Da,Kvins,11365
2017-09-01,Shih Tzu,Mužjak,Da,Kvins,11357
2017-10-12,American Eskimo,Mužjak,Ne,Kvins,11420
2017-10-07,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-10,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-11,West High White Terrier,Mužjak,Da,Kvins,11435
2017-10-12,Maltese,Ženka,Ne,Kvins,11356
2017-10-11,Cocker Spaniel - Poodle Mix,Mužjak,Da,Kvins,11377
2017-10-13,Nepoznata,Nepoznato,Ne,Kvins,11375
2017-10-12,Pit Bull,Nepoznato,Ne,Kvins,11435
2017-10-15,Bull Dog-English,Mužjak,Ne,Kvins,11369
2017-10-16,Nepoznata,Nepoznato,Ne,Kvins,11106
2017-10-13,Pit Bull,Mužjak,Da,Kvins,11691
2017-10-07,Pit Bull - Labrador Mix,Mužjak,Da,Kvins,11418
2017-10-10,Cane Charles - Shih Tzu Mix,Mužjak,Da,Kvins,NA
2017-10-10,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-10-14,Boxer,Nepoznato,Ne,Kvins,NA
2017-10-18,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Kvins,11417
2017-10-17,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-18,Dachshund,Mužjak,Da,Kvins,11420
2017-10-14,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-17,Pomeranian,Mužjak,Ne,Kvins,11368
2017-10-22,Shih Tzu Mix,Mužjak,Da,Kvins,11358
2017-10-21,Doberman Pinscher,Mužjak,Ne,Kvins,11414
2017-10-21,Shih Tzu,Ženka,Da,Kvins,11373
2017-10-21,Siberian Husky,Mužjak,Ne,Kvins,11004
2017-10-21,Pit Bull,Nepoznato,Ne,Kvins,11432
2017-10-21,Shepherd - Greyhound Mix,Mužjak,Da,Kvins,11423
2017-10-22,Boxer,Mužjak,Da,Kvins,11106
2017-10-21,Golden Retriever - Doodle Mix,Ženka,Ne,Kvins,11385
2017-10-22,Nepoznata,Nepoznato,Ne,Kvins,11106
2017-10-21,Nepoznata,Nepoznato,Ne,Kvins,11697
2017-10-23,German Shepherd,Mužjak,Da,Kvins,11435
2017-10-20,Siberian Husky,Ženka,Da,Kvins,NA
2017-10-22,Shih Tzu,Mužjak,Ne,Kvins,11372
2017-10-18,Nepoznata,Nepoznato,Ne,Kvins,11377
2017-10-23,Cocker Spaniel,Mužjak,Ne,Kvins,11435
2017-10-23,Pit Bull,Mužjak,Da,Kvins,11358
2017-10-24,German Shepherd,Nepoznato,Ne,Kvins,NA
2017-10-24,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-10-25,Shih Tzu - Poodle Mix,Mužjak,Da,Kvins,11106
2017-10-24,German Shepherd,Ženka,Ne,Kvins,11368
2017-10-28,Labrador Retriever,Nepoznato,Ne,Kvins,11419
2017-10-26,Yorkshire Terrier,Ženka,Ne,Kvins,11369
2017-10-28,Nepoznata,Nepoznato,Ne,Kvins,11433
2017-10-28,Bichon Frise - Poodle Mix,Mužjak,Da,Kvins,11377
2017-10-28,American Pit Bull Terrier-Pit Bull,Mužjak,Da,Kvins,11361
2017-10-28,Labrador Mix,Mužjak,Da,Kvins,11106
2017-10-30,Labrador - Hound Mix,Ženka,Da,Kvins,11377
2017-10-30,Pit Bull,Nepoznato,Ne,Kvins,11358
2017-10-30,Chihuahua - Dachshung Mix,Mužjak,Da,Kvins,11426
2017-08-28,Yorkshire Terrier,Mužjak,Da,Kvins,11379
2017-10-08,Yorkshire Terrier,Mužjak,Da,Kvins,11379
2017-10-21,Pit Bull - Labrador Mix,Mužjak,Da,Kvins,11365
2017-10-30,Bull Dog-English,Mužjak,Da,Kvins,11378
2017-10-29,Pit Bull,Nepoznato,Ne,Kvins,11385
2017-10-12,Labrador Retriever,Nepoznato,Ne,Kvins,11355
2017-10-31,Chihuahua Mix,Mužjak,Ne,Kvins,11368
2017-10-31,Cocker Spaniel,Mužjak,Da,Kvins,11373
2017-11-01,Bichon Frise,Mužjak,Ne,Kvins,11373
2017-11-02,Hound Mix,Mužjak,Da,Kvins,11104
2017-11-02,Schnauzer-Standard,Mužjak,Da,Kvins,11102
2017-11-04,Mixed,Mužjak,Da,Kvins,11429
2017-11-03,Chihuahua,Nepoznato,Ne,Kvins,11691
2017-11-07,Yorkie Chon,Mužjak,Da,Kvins,11368
2017-11-04,Nepoznata,Nepoznato,Ne,Kvins,11385
2017-11-06,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-11-08,Boxer,Nepoznato,Ne,Kvins,NA
2017-11-08,Shiba Inu,Mužjak,Da,Kvins,11368
2017-11-08,Pit Bull,Mužjak,Da,Kvins,11368
2017-11-10,Maltese,Ženka,Ne,Kvins,11355
2017-11-10,American Pit Bull Mix - Pit Bull Mix,Ženka,Ne,Kvins,11367
2017-11-10,Labrador - Hound Mix,Mužjak,Ne,Kvins,11433
2017-11-11,Cocker Spaniel,Ženka,Da,Kvins,11364
2017-11-12,Bull Dog,Nepoznato,Ne,Kvins,11429
2017-11-13,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-11-11,Pit Bull,Nepoznato,Ne,Kvins,11417
2017-11-08,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-11-11,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-11-13,Beagle,Mužjak,Da,Kvins,11365
2017-11-13,Labrador Retriever,Nepoznato,Ne,Kvins,11417
2017-11-11,Yorkshire Terrier,Nepoznato,Ne,Kvins,NA
2017-11-13,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-11-15,Pit Bull,Mužjak,Ne,Kvins,11367
2017-11-15,Mixed Breed,Mužjak,Da,Kvins,11360
2017-11-15,Chihuahua,Ženka,Da,Kvins,11356
2017-11-16,American Bully,Ženka,Da,Kvins,11377
2017-11-17,Nepoznata,Nepoznato,Ne,Kvins,11356
2017-11-18,Maltese,Mužjak,Da,Kvins,11364
2017-11-17,Bull Dog,Mužjak,Ne,Kvins,11412
2017-11-19,Bull Dog-French,Mužjak,Ne,Kvins,11354
2017-11-19,Nepoznata,Nepoznato,Ne,Kvins,11414
2017-11-17,Nepoznata,Nepoznato,Ne,Kvins,11427
2017-11-17,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-11-17,English Sheepdog,Ženka,Ne,Kvins,11364
2017-11-20,Shih Tzu - Poodle Mix,Mužjak,Ne,Kvins,11434
2017-11-20,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-11-22,German Sheperd - Pit Bull Mix,Nepoznato,Ne,Kvins,11420
2017-11-22,Terrier,Nepoznato,Ne,Kvins,11368
2017-11-21,Boston Terrier,Ženka,Da,Kvins,11105
2017-11-22,Pekingese,Mužjak,Da,Kvins,11354
2017-11-24,Shih Tzu,Mužjak,Ne,Kvins,11432
2017-11-25,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-11-08,Chihuahua,Ženka,Da,Kvins,11357
2017-11-19,Labrador Mix,Mužjak,Da,Kvins,11372
2017-11-18,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-11-28,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-10-30,German Shepherd,Mužjak,Ne,Kvins,11432
2017-11-28,Siberian Husky,Ženka,Da,Kvins,11364
2017-11-27,American Pit Bull Mix - Pit Bull Mix,Ženka,Da,Kvins,11356
2017-11-30,Boston Terrier,Ženka,Da,Kvins,11373
2017-12-02,Labrador Retriever,Nepoznato,Ne,Kvins,11372
2017-12-03,Yorkshire Terrier,Nepoznato,Ne,Kvins,11427
2017-11-17,Yorkshire Terrier Crossbreed,Nepoznato,Ne,Kvins,11419
2017-12-04,Siberian Husky,Nepoznato,Ne,Kvins,NA
2017-12-02,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-11-26,Terrier,Nepoznato,Ne,Kvins,11691
2017-12-02,Mixed Breed,Mužjak,Ne,Kvins,11422
2017-12-06,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-12-04,Maltese,Ženka,Da,Kvins,11358
2017-12-04,Beagle Mix,Ženka,Da,Kvins,11375
2017-12-08,Beagle Mix,Mužjak,Da,Kvins,11418
2017-12-03,Siberian Husky,Mužjak,Da,Kvins,11434
2017-12-09,Maltese,Nepoznato,Ne,Kvins,11368
2017-12-07,Yorkie - Jack Russell Mix,Ženka,Ne,Kvins,11372
2017-12-07,Shar-Pei - Beagle Mix,Mužjak,Da,Kvins,11372
2017-12-08,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-12-13,Beagle Mix,Ženka,Da,Kvins,11102
2017-12-13,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-12-10,Cockapoo,Mužjak,Da,Kvins,11375
2017-12-13,Poodle-Toy,Nepoznato,Ne,Kvins,11375
2017-12-14,Maltese,Mužjak,Ne,Kvins,11368
2017-12-16,Collie Mix,Mužjak,Ne,Kvins,11358
2017-12-16,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-12-16,Bull Dog-French,Mužjak,Ne,Kvins,11358
2017-12-17,Pit Bull,Mužjak,Ne,Kvins,11372
2017-12-18,Nepoznata,Nepoznato,Ne,Kvins,11357
2017-12-08,Dachshund,Nepoznato,Ne,Kvins,11105
2017-12-12,Maltese,Mužjak,Da,Kvins,NA
2017-12-19,German Shepherd,Mužjak,Da,Kvins,11377
2017-12-19,Nepoznata,Nepoznato,Ne,Kvins,11379
2017-12-18,Pit Bull,Nepoznato,Ne,Kvins,NA
2017-12-20,Collie,Ženka,Ne,Kvins,11362
2017-12-20,Pit Bull,Nepoznato,Ne,Kvins,11693
2017-12-21,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-12-22,Poodle-Standard,Mužjak,Ne,Kvins,11435
2017-12-22,Pug - Jack Russ Mix,Ženka,Da,Kvins,11105
2017-12-22,Beagle,Mužjak,Ne,Kvins,11422
2017-12-25,Pit Bull,Nepoznato,Ne,Kvins,11417
2017-12-09,Pit Bull - Boston Terrier Mix,Mužjak,Da,Kvins,11385
2017-12-26,Chihuahua,Mužjak,Ne,Kvins,11354
2017-12-20,Schnauzer-Miniature,Mužjak,Da,Kvins,11385
2017-12-27,Nepoznata,Nepoznato,Ne,Kvins,NA
2017-12-26,Pit Bull,Nepoznato,Ne,Kvins,11691
2017-12-25,Mixed Breed,Mužjak,Ne,Kvins,11385
2017-12-29,Pomeranian,Ženka,Ne,Kvins,11355
2017-12-30,Poodle - Maltese Mix,Ženka,Ne,Kvins,11103
2017-12-31,American Pit Bull Mix - Pit Bull Mix,Mužjak,Da,Kvins,11434
2017-12-21,Dachshund - Poodle Mix,Mužjak,Ne,Kvins,11365
2017-12-27,Pit Bull Mix - Terrier Mix,Mužjak,Da,Kvins,11434
2017-12-29,Mixed Breed,Mužjak,Ne,Kvins,NA
2017-12-27,Shar-Pei-Chinese,Ženka,Da,Kvins,11358
2017-12-03,Miniature Pinscher,Nepoznato,Ne,Kvins,11416
2017-09-10,Wheaton Terrier,Nepoznato,Ne,Kvins,11418
2017-01-01,Pit Bull,Ženka,Ne,Ostrvo Stejtn,NA
2017-01-04,Poodle-Standard,Nepoznato,Ne,Ostrvo Stejtn,NA
2017-01-01,Pit Bull,Nepoznato,Ne,Ostrvo Stejtn,10314
2017-01-06,Pit Bull,Ženka,Ne,Ostrvo Stejtn,10301
2017-01-04,Mixed-Other,Mužjak,Ne,Ostrvo Stejtn,NA
2017-01-10,Pit Bull,Mužjak,Ne,Ostrvo Stejtn,NA
2017-01-08,Maltese,Nepoznato,Ne,Ostrvo Stejtn,10306
2017-01-10,Russell Terrier,Mužjak,Da,Ostrvo Stejtn,NA
2017-01-14,Rottweiler,Mužjak,Da,Ostrvo Stejtn,10305
